CODE,PARENTCODE,LEAF,LEVELCODE,TYPE,ISOCODE,NAME
C 25.30.00,C 25.30.0,1,6,N,it,Fabbricazione di generatori di vapore (esclusi i contenitori in metallo per caldaie per il riscaldamento centrale ad acqua calda)
C 25.4,C 25,0,3,N,it,FABBRICAZIONE DI ARMI E MUNIZIONI
C 25.40,C 25.4,0,4,N,it,Fabbricazione di armi e munizioni
C 25.40.0,C 25.40,0,5,N,it,Fabbricazione di armi e munizioni
C 25.40.00,C 25.40.0,1,6,N,it,Fabbricazione di armi e munizioni
C 25.5,C 25,0,3,N,it,"FUCINATURA, IMBUTITURA, STAMPAGGIO E PROFILATURA DEI METALLI; METALLURGIA DELLE POLVERI"
C 25.50,C 25.5,0,4,N,it,"Fucinatura, imbutitura, stampaggio e profilatura dei metalli; metallurgia delle polveri"
C 25.50.0,C 25.50,0,5,N,it,"Fucinatura, imbutitura, stampaggio e profilatura dei metalli; metallurgia delle polveri"
C 25.50.00,C 25.50.0,1,6,N,it,"Fucinatura, imbutitura, stampaggio e profilatura dei metalli; metallurgia delle polveri"
C 25.6,C 25,0,3,N,it,TRATTAMENTO E RIVESTIMENTO DEI METALLI; LAVORI DI MECCANICA GENERALE
C 25.61,C 25.6,0,4,N,it,Trattamento e rivestimento dei metalli
C 25.61.0,C 25.61,0,5,N,it,Trattamento e rivestimento dei metalli
C 25.61.00,C 25.61.0,1,6,N,it,Trattamento e rivestimento dei metalli
C 25.62,C 25.6,0,4,N,it,Lavori di meccanica generale
C 25.62.0,C 25.62,0,5,N,it,Lavori di meccanica generale
C 25.62.00,C 25.62.0,1,6,N,it,Lavori di meccanica generale
C 25.7,C 25,0,3,N,it,"FABBRICAZIONE DI ARTICOLI DI COLTELLERIA, UTENSILI E OGGETTI DI FERRAMENTA"
C 25.71,C 25.7,0,4,N,it,Fabbricazione di articoli di coltelleria e posateria
C 25.71.0,C 25.71,0,5,N,it,"Fabbricazione di articoli di coltelleria, posateria ed armi bianche"
C 25.71.00,C 25.71.0,1,6,N,it,"Fabbricazione di articoli di coltelleria, posateria ed armi bianche"
C 25.72,C 25.7,0,4,N,it,Fabbricazione di serrature e cerniere
C 25.72.0,C 25.72,0,5,N,it,Fabbricazione di serrature e cerniere e ferramenta simili
C 25.72.00,C 25.72.0,1,6,N,it,Fabbricazione di serrature e cerniere e ferramenta simili
C 25.73,C 25.7,0,4,N,it,Fabbricazione di utensileria
C 25.73.1,C 25.73,0,5,N,it,Fabbricazione di utensileria ad azionamento manuale; parti intercambiabili per macchine utensili
C 25.73.11,C 25.73.1,1,6,N,it,Fabbricazione di utensileria ad azionamento manuale
C 25.73.12,C 25.73.1,1,6,N,it,Fabbricazione di parti intercambiabili per macchine utensili
C 25.73.2,C 25.73,0,5,N,it,"Fabbricazione di stampi, portastampi, sagome, forme per macchine"
C 25.73.20,C 25.73.2,1,6,N,it,"Fabbricazione di stampi, portastampi, sagome, forme per macchine"
C 25.9,C 25,0,3,N,it,FABBRICAZIONE DI ALTRI PRODOTTI IN METALLO
C 25.91,C 25.9,0,4,N,it,Fabbricazione di bidoni in acciaio e di contenitori analoghi
C 25.91.0,C 25.91,0,5,N,it,Fabbricazione di bidoni in acciaio e contenitori analoghi per il trasporto e l'imballaggio
C 25.91.00,C 25.91.0,1,6,N,it,Fabbricazione di bidoni in acciaio e contenitori analoghi per il trasporto e l'imballaggio
C 25.92,C 25.9,0,4,N,it,Fabbricazione di imballaggi leggeri in metallo
C 25.92.0,C 25.92,0,5,N,it,Fabbricazione di imballaggi leggeri in metallo
C 25.92.00,C 25.92.0,1,6,N,it,Fabbricazione di imballaggi leggeri in metallo
C 25.93,C 25.9,0,4,N,it,"Fabbricazione di prodotti fabbricati con fili metallici, catene e molle"
C 25.93.1,C 25.93,0,5,N,it,Fabbricazione di prodotti fabbricati con fili metallici
C 25.93.10,C 25.93.1,1,6,N,it,Fabbricazione di prodotti fabbricati con fili metallici
C 25.93.2,C 25.93,0,5,N,it,Fabbricazione di molle
C 25.93.20,C 25.93.2,1,6,N,it,Fabbricazione di molle
C 25.93.3,C 25.93,0,5,N,it,Fabbricazione di catene fucinate senza saldatura e stampate
C 25.93.30,C 25.93.3,1,6,N,it,Fabbricazione di catene fucinate senza saldatura e stampate
C 25.94,C 25.9,0,4,N,it,Fabbricazione di articoli di bulloneria
C 25.94.0,C 25.94,0,5,N,it,Fabbricazione di articoli di bulloneria
C 25.94.00,C 25.94.0,1,6,N,it,Fabbricazione di articoli di bulloneria
C 25.99,C 25.9,0,4,N,it,Fabbricazione di altri prodotti in metallo nca
C 25.99.1,C 25.99,0,5,N,it,"Fabbricazione di stoviglie, pentolame, vasellame, attrezzi da cucina e accessori casalinghi non elettrici, articoli metallici per l'arredamento di stanze da bagno"
C 25.99.11,C 25.99.1,1,6,N,it,Fabbricazione di caraffe e bottiglie isolate in metallo
C 25.99.19,C 25.99.1,1,6,N,it,"Fabbricazione di stoviglie, pentolame, vasellame, attrezzi da cucina e altri accessori casalinghi non elettrici, articoli metallici per l'arredamento di stanze da bagno"
C 25.99.2,C 25.99,0,5,N,it,"Fabbricazione di casseforti, forzieri e porte metalliche blindate"
C 25.99.20,C 25.99.2,1,6,N,it,"Fabbricazione di casseforti, forzieri e porte metalliche blindate"
C 25.99.3,C 25.99,0,5,N,it,"Fabbricazione di oggetti in ferro, in rame ed altri metalli"
C 25.99.30,C 25.99.3,1,6,N,it,"Fabbricazione di oggetti in ferro, in rame ed altri metalli"
C 25.99.9,C 25.99,0,5,N,it,Fabbricazione di altri articoli metallici e minuteria metallica
C 25.99.91,C 25.99.9,1,6,N,it,Fabbricazione di magneti metallici permanenti
C 25.99.99,C 25.99.9,1,6,N,it,Fabbricazione di altri articoli metallici e minuteria metallica nca
C 26,C,0,2,N,it,"FABBRICAZIONE DI COMPUTER E PRODOTTI DI ELETTRONICA E OTTICA; APPARECCHI ELETTROMEDICALI, APPARECCHI DI MISURAZIONE E DI OROLOGI"
C 26.1,C 26,0,3,N,it,FABBRICAZIONE DI COMPONENTI ELETTRONICI E SCHEDE ELETTRONICHE
C 26.11,C 26.1,0,4,N,it,Fabbricazione di componenti elettronici
C 26.11.0,C 26.11,0,5,N,it,Fabbricazione di componenti elettronici
C 26.11.01,C 26.11.0,1,6,N,it,"Fabbricazione di diodi, transistor e relativi congegni elettronici"
C 26.11.09,C 26.11.0,1,6,N,it,Fabbricazione di altri componenti elettronici
C 26.12,C 26.1,0,4,N,it,Fabbricazione di schede elettroniche assemblate
C 26.12.0,C 26.12,0,5,N,it,Fabbricazione di schede elettroniche assemblate
C 26.12.00,C 26.12.0,1,6,N,it,Fabbricazione di schede elettroniche assemblate
C 26.2,C 26,0,3,N,it,FABBRICAZIONE DI COMPUTER E UNITà PERIFERICHE
C 26.20,C 26.2,0,4,N,it,Fabbricazione di computer e unità periferiche
C 26.20.0,C 26.20,0,5,N,it,Fabbricazione di computer e unità periferiche
C 26.20.00,C 26.20.0,1,6,N,it,Fabbricazione di computer e unità periferiche
C 26.3,C 26,0,3,N,it,FABBRICAZIONE DI APPARECCHIATURE PER LE TELECOMUNICAZIONI
C 26.30,C 26.3,0,4,N,it,Fabbricazione di apparecchiature per le telecomunicazioni
C 26.30.1,C 26.30,0,5,N,it,Fabbricazione di apparecchi trasmittenti radiotelevisivi (incluse le telecamere)
C 26.30.10,C 26.30.1,1,6,N,it,Fabbricazione di apparecchi trasmittenti radiotelevisivi (incluse le telecamere)
C 26.30.2,C 26.30,0,5,N,it,Fabbricazione di apparecchi elettrici ed elettronici per telecomunicazioni
C 26.30.21,C 26.30.2,1,6,N,it,Fabbricazione di sistemi antifurto e antincendio
C 26.30.29,C 26.30.2,1,6,N,it,Fabbricazione di altri apparecchi elettrici ed elettronici per telecomunicazioni
C 26.4,C 26,0,3,N,it,FABBRICAZIONE DI PRODOTTI DI ELETTRONICA DI CONSUMO AUDIO E VIDEO
C 26.40,C 26.4,0,4,N,it,Fabbricazione di prodotti di elettronica di consumo audio e video
C 26.40.0,C 26.40,0,5,N,it,Fabbricazione di apparecchi per la riproduzione e registrazione del suono e delle immagini
C 26.40.01,C 26.40.0,1,6,N,it,Fabbricazione di apparecchi per la riproduzione e registrazione del suono e delle immagini
C 26.40.02,C 26.40.0,1,6,N,it,Fabbricazione di console per videogiochi (esclusi i giochi elettronici)
C 26.5,C 26,0,3,N,it,"FABBRICAZIONE DI STRUMENTI E APPARECCHI DI MISURAZIONE, PROVA E NAVIGAZIONE; OROLOGI"
C 26.51,C 26.5,0,4,N,it,"Fabbricazione di strumenti e apparecchi di misurazione, prova e navigazione (esclusi quelli ottici)"
C 26.51.1,C 26.51,0,5,N,it,"Fabbricazione di strumenti per navigazione, idrologia, geofisica e meteorologia"
C 26.51.10,C 26.51.1,1,6,N,it,"Fabbricazione di strumenti per navigazione, idrologia, geofisica e meteorologia"
C 26.51.2,C 26.51,0,5,N,it,"Fabbricazione di contatori di elettricità, gas, acqua ed altri liquidi, di bilance analitiche di precisione, di apparecchi di misura e regolazione (incluse parti staccate e accessori)"
C 26.51.21,C 26.51.2,1,6,N,it,"Fabbricazione di rilevatori di fiamma e combustione, di mine, di movimento, generatori d'impulso e metal detector"
C 26.51.29,C 26.51.2,1,6,N,it,"Fabbricazione di altri apparecchi di misura e regolazione, strumenti da disegno, di contatori di elettricità, gas, acqua ed altri liquidi, di bilance analitiche di precisione (incluse parti staccate ed accessori)"
C 26.52,C 26.5,0,4,N,it,Fabbricazione di orologi
C 26.52.0,C 26.52,0,5,N,it,Fabbricazione di orologi
C 26.52.00,C 26.52.0,1,6,N,it,Fabbricazione di orologi
C 26.6,C 26,0,3,N,it,"FABBRICAZIONE DI STRUMENTI PER IRRADIAZIONE, APPARECCHIATURE ELETTROMEDICALI ED ELETTROTERAPEUTICHE"
C 26.60,C 26.6,0,4,N,it,"Fabbricazione di strumenti per irradiazione, apparecchiature elettromedicali ed elettroterapeutiche"
C 26.60.0,C 26.60,0,5,N,it,"Fabbricazione di strumenti per irradiazione, apparecchiature elettromedicali ed elettroterapeutiche"
C 26.60.01,C 26.60.0,1,6,N,it,Fabbricazione di apparecchiature di irradiazione per alimenti e latte
C 26.60.02,C 26.60.0,1,6,N,it,Fabbricazione di apparecchi elettromedicali (incluse parti staccate e accessori)
C 26.60.09,C 26.60.0,1,6,N,it,Fabbricazione di altri strumenti per irradiazione ed altre apparecchiature elettroterapeutiche
C 26.7,C 26,0,3,N,it,FABBRICAZIONE DI STRUMENTI OTTICI E ATTREZZATURE FOTOGRAFICHE
C 26.70,C 26.7,0,4,N,it,Fabbricazione di strumenti ottici e attrezzature fotografiche
C 26.70.1,C 26.70,0,5,N,it,"Fabbricazione di elementi ottici e strumenti ottici di misura, controllo e precisione"
C 26.70.11,C 26.70.1,1,6,N,it,Fabbricazione di elementi ottici e strumenti ottici di precisione
C 26.70.12,C 26.70.1,1,6,N,it,Fabbricazione di attrezzature ottiche di misurazione e controllo
C 26.70.2,C 26.70,0,5,N,it,Fabbricazione di apparecchiature fotografiche e cinematografiche
C 26.70.20,C 26.70.2,1,6,N,it,Fabbricazione di apparecchiature fotografiche e cinematografiche
C 26.8,C 26,0,3,N,it,FABBRICAZIONE DI SUPPORTI MAGNETICI ED OTTICI
C 26.80,C 26.8,0,4,N,it,Fabbricazione di supporti magnetici ed ottici
C 26.80.0,C 26.80,0,5,N,it,Fabbricazione di supporti magnetici ed ottici
C 26.80.00,C 26.80.0,1,6,N,it,Fabbricazione di supporti magnetici ed ottici
C 27,C,0,2,N,it,FABBRICAZIONE DI APPARECCHIATURE ELETTRICHE ED APPARECCHIATURE PER USO DOMESTICO NON ELETTRICHE
C 27.1,C 27,0,3,N,it,"FABBRICAZIONE DI MOTORI, GENERATORI E TRASFORMATORI ELETTRICI E DI APPARECCHIATURE PER LA DISTRIBUZIONE E IL CONTROLLO DELL'ELETTRICITà"
C 27.11,C 27.1,0,4,N,it,"Fabbricazione di motori, generatori e trasformatori elettrici"
C 27.11.0,C 27.11,0,5,N,it,"Fabbricazione di motori, generatori e trasformatori elettrici"
C 27.11.00,C 27.11.0,1,6,N,it,"Fabbricazione di motori, generatori e trasformatori elettrici"
C 27.12,C 27.1,0,4,N,it,Fabbricazione di apparecchiature per le reti di distribuzione e il controllo dell'elettricità
C 27.12.0,C 27.12,0,5,N,it,Fabbricazione di apparecchiature per le reti di distribuzione e il controllo dell'elettricità
C 27.12.00,C 27.12.0,1,6,N,it,Fabbricazione di apparecchiature per le reti di distribuzione e il controllo dell'elettricità
C 27.2,C 27,0,3,N,it,FABBRICAZIONE DI BATTERIE DI PILE ED ACCUMULATORI ELETTRICI
C 27.20,C 27.2,0,4,N,it,Fabbricazione di batterie di pile ed accumulatori elettrici
C 27.20.0,C 27.20,0,5,N,it,Fabbricazione di batterie di pile ed accumulatori elettrici
C 27.20.00,C 27.20.0,1,6,N,it,Fabbricazione di batterie di pile ed accumulatori elettrici
C 27.3,C 27,0,3,N,it,FABBRICAZIONE DI CABLAGGI E APPARECCHIATURE DI CABLAGGIO
C 27.31,C 27.3,0,4,N,it,Fabbricazione di cavi a fibra ottica
C 27.31.0,C 27.31,0,5,N,it,Fabbricazione di cavi a fibra ottica
C 27.31.01,C 27.31.0,1,6,N,it,Fabbricazione di cavi a fibra ottica per la trasmissione di dati o di immagini
C 27.31.02,C 27.31.0,1,6,N,it,Fabbricazione di fibre ottiche
C 27.32,C 27.3,0,4,N,it,Fabbricazione di altri fili e cavi elettrici ed elettronici
C 27.32.0,C 27.32,0,5,N,it,Fabbricazione di altri fili e cavi elettrici ed elettronici
C 27.32.00,C 27.32.0,1,6,N,it,Fabbricazione di altri fili e cavi elettrici ed elettronici
C 27.33,C 27.3,0,4,N,it,Fabbricazione di attrezzature per cablaggio
C 27.33.0,C 27.33,0,5,N,it,Fabbricazione di attrezzature per cablaggio
C 27.33.01,C 27.33.0,1,6,N,it,Fabbricazione di apparecchiature in plastica non conduttiva
C 27.33.09,C 27.33.0,1,6,N,it,Fabbricazione di altre attrezzature per cablaggio
C 27.4,C 27,0,3,N,it,FABBRICAZIONE DI APPARECCHIATURE PER ILLUMINAZIONE
C 27.40,C 27.4,0,4,N,it,Fabbricazione di apparecchiature per illuminazione
C 27.40.0,C 27.40,0,5,N,it,Fabbricazione di apparecchiature per illuminazione
C 27.40.01,C 27.40.0,1,6,N,it,Fabbricazione di apparecchiature di illuminazione e segnalazione per mezzi di trasporto
C 27.40.09,C 27.40.0,1,6,N,it,Fabbricazione di altre apparecchiature per illuminazione
C 27.5,C 27,0,3,N,it,FABBRICAZIONE DI APPARECCHI PER USO DOMESTICO
C 27.51,C 27.5,0,4,N,it,Fabbricazione di elettrodomestici
C 27.51.0,C 27.51,0,5,N,it,Fabbricazione di elettrodomestici
C 27.51.00,C 27.51.0,1,6,N,it,Fabbricazione di elettrodomestici
C 27.52,C 27.5,0,4,N,it,Fabbricazione di apparecchi per uso domestico non elettrici
C 27.52.0,C 27.52,0,5,N,it,Fabbricazione di apparecchi per uso domestico non elettrici
C 27.52.00,C 27.52.0,1,6,N,it,Fabbricazione di apparecchi per uso domestico non elettrici
C 27.9,C 27,0,3,N,it,FABBRICAZIONE DI ALTRE APPARECCHIATURE ELETTRICHE
C 27.90,C 27.9,0,4,N,it,Fabbricazione di altre apparecchiature elettriche
C 27.90.0,C 27.90,0,5,N,it,Fabbricazione di altre apparecchiature elettriche
C 27.90.01,C 27.90.0,1,6,N,it,Fabbricazione di apparecchiature elettriche per saldature e brasature
C 27.90.02,C 27.90.0,1,6,N,it,Fabbricazione di insegne elettriche e apparecchiature elettriche di segnalazione
C 27.90.03,C 27.90.0,1,6,N,it,"Fabbricazione di capacitori elettrici, resistenze, condensatori e simili, acceleratori"
C 27.90.09,C 27.90.0,1,6,N,it,Fabbricazione di altre apparecchiature elettriche nca
C 28,C,0,2,N,it,FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA
C 28.1,C 28,0,3,N,it,FABBRICAZIONE DI MACCHINE DI IMPIEGO GENERALE
C 28.11,C 28.1,0,4,N,it,"Fabbricazione di motori e turbine (esclusi i motori per aeromobili, veicoli e motocicli)"
C 28.11.1,C 28.11,0,5,N,it,Fabbricazione di motori a combustione interna (incluse parti e accessori ed esclusi i motori destinati ai mezzi di trasporto su strada e ad aeromobili)
C 28.11.11,C 28.11.1,1,6,N,it,Fabbricazione di motori a combustione interna (esclusi i motori destinati ai mezzi di trasporto su strada e ad aeromobili)
C 28.11.12,C 28.11.1,1,6,N,it,"Fabbricazione di pistoni, fasce elastiche, carburatori e parti simili di motori a combustione interna"
C 28.11.2,C 28.11,0,5,N,it,Fabbricazione di turbine e turboalternatori (incluse parti e accessori)
C 28.11.20,C 28.11.2,1,6,N,it,Fabbricazione di turbine e turboalternatori (incluse parti e accessori)
C 28.12,C 28.1,0,4,N,it,Fabbricazione di apparecchiature fluidodinamiche
C 28.12.0,C 28.12,0,5,N,it,Fabbricazione di apparecchiature fluidodinamiche
C 28.12.00,C 28.12.0,1,6,N,it,Fabbricazione di apparecchiature fluidodinamiche
C 28.13,C 28.1,0,4,N,it,Fabbricazione di altre pompe e compressori
C 28.13.0,C 28.13,0,5,N,it,Fabbricazione di altre pompe e compressori
C 28.13.00,C 28.13.0,1,6,N,it,Fabbricazione di altre pompe e compressori
C 28.14,C 28.1,0,4,N,it,Fabbricazione di altri rubinetti e valvole
C 28.14.0,C 28.14,0,5,N,it,Fabbricazione di altri rubinetti e valvole
C 28.14.00,C 28.14.0,1,6,N,it,Fabbricazione di altri rubinetti e valvole
C 28.15,C 28.1,0,4,N,it,"Fabbricazione di cuscinetti, ingranaggi e organi di trasmissione (esclusi quelli idraulici)"
C 28.15.1,C 28.15,0,5,N,it,"Fabbricazione di organi di trasmissione (esclusi quelli idraulici e quelli per autoveicoli, aeromobili e motocicli)"
C 28.15.10,C 28.15.1,1,6,N,it,"Fabbricazione di organi di trasmissione (esclusi quelli idraulici e quelli per autoveicoli, aeromobili e motocicli)"
C 28.15.2,C 28.15,0,5,N,it,Fabbricazione di cuscinetti a sfere
C 28.15.20,C 28.15.2,1,6,N,it,Fabbricazione di cuscinetti a sfere
C 28.2,C 28,0,3,N,it,FABBRICAZIONE DI ALTRE MACCHINE DI IMPIEGO GENERALE
C 28.21,C 28.2,0,4,N,it,"Fabbricazione di forni, bruciatori e sistemi di riscaldamento"
C 28.21.1,C 28.21,0,5,N,it,"Fabbricazione di forni, fornaci e bruciatori"
C 28.21.10,C 28.21.1,1,6,N,it,"Fabbricazione di forni, fornaci e bruciatori"
C 28.21.2,C 28.21,0,5,N,it,Fabbricazione di sistemi di riscaldamento
C 28.21.21,C 28.21.2,1,6,N,it,Fabbricazione di caldaie per riscaldamento
C 28.21.29,C 28.21.2,1,6,N,it,Fabbricazione di altri sistemi per riscaldamento
C 28.22,C 28.2,0,4,N,it,Fabbricazione di macchine e apparecchi di sollevamento e movimentazione
C 28.22.0,C 28.22,0,5,N,it,Fabbricazione di macchine e apparecchi di sollevamento e movimentazione
C 28.22.01,C 28.22.0,1,6,N,it,"Fabbricazione di ascensori, montacarichi e scale mobili"
C 28.22.02,C 28.22.0,1,6,N,it,"Fabbricazione di gru, argani, verricelli a mano e a motore, carrelli trasbordatori, carrelli elevatori e piattaforme girevoli"
C 28.22.03,C 28.22.0,1,6,N,it,Fabbricazione di carriole
C 28.22.09,C 28.22.0,1,6,N,it,Fabbricazione di altre macchine e apparecchi di sollevamento e movimentazione
C 28.23,C 28.2,0,4,N,it,Fabbricazione di macchine ed attrezzature per ufficio (esclusi computer e unità periferiche)
C 28.23.0,C 28.23,0,5,N,it,Fabbricazione di macchine ed attrezzature per ufficio (esclusi computer e unità periferiche)
C 28.23.01,C 28.23.0,1,6,N,it,Fabbricazione di cartucce toner
C 28.23.09,C 28.23.0,1,6,N,it,Fabbricazione di macchine ed altre attrezzature per ufficio (esclusi computer e periferiche)
C 28.24,C 28.2,0,4,N,it,Fabbricazione di utensili portatili a motore
C 28.24.0,C 28.24,0,5,N,it,Fabbricazione di utensili portatili a motore
C 28.24.00,C 28.24.0,1,6,N,it,Fabbricazione di utensili portatili a motore
C 28.25,C 28.2,0,4,N,it,Fabbricazione di attrezzature di uso non domestico per la refrigerazione e la ventilazione
C 28.25.0,C 28.25,0,5,N,it,Fabbricazione di attrezzature di uso non domestico per la refrigerazione e la ventilazione; fabbricazione di condizionatori domestici fissi
C 28.25.00,C 28.25.0,1,6,N,it,Fabbricazione di attrezzature di uso non domestico per la refrigerazione e la ventilazione; fabbricazione di condizionatori domestici fissi
C 28.29,C 28.2,0,4,N,it,Fabbricazione di altre macchine di impiego generale nca
C 28.29.1,C 28.29,0,5,N,it,Fabbricazione di bilance e di macchine automatiche per la vendita e la distribuzione (incluse parti staccate e accessori)
C 28.29.10,C 28.29.1,1,6,N,it,Fabbricazione di bilance e di macchine automatiche per la vendita e la distribuzione (incluse parti staccate e accessori)
C 28.29.2,C 28.29,0,5,N,it,"Fabbricazione di macchine e apparecchi per le industrie chimiche, petrolchimiche e petrolifere (incluse parti e accessori)"
C 28.29.20,C 28.29.2,1,6,N,it,"Fabbricazione di macchine e apparecchi per le industrie chimiche, petrolchimiche e petrolifere (incluse parti e accessori)"
C 28.29.3,C 28.29,0,5,N,it,"Fabbricazione di macchine automatiche per la dosatura, la confezione e per l'imballaggio (incluse parti e accessori)"
C 28.29.30,C 28.29.3,1,6,N,it,"Fabbricazione di macchine automatiche per la dosatura, la confezione e per l'imballaggio (incluse parti e accessori)"
C 28.29.9,C 28.29,0,5,N,it,Fabbricazione di macchine di impiego generale ed altro materiale meccanico nca
C 28.29.91,C 28.29.9,1,6,N,it,Fabbricazione di apparecchi per depurare e filtrare liquidi e gas per uso non domestico
C 28.29.92,C 28.29.9,1,6,N,it,Fabbricazione di macchine per la pulizia (incluse le lavastoviglie) per uso non domestico
C 28.29.93,C 28.29.9,1,6,N,it,"Fabbricazione di livelle, metri doppi a nastro e utensili simili, strumenti di precisione per meccanica (esclusi quelli ottici)"
C 28.29.99,C 28.29.9,1,6,N,it,Fabbricazione di altro materiale meccanico e di altre macchine di impiego generale nca
C 28.3,C 28,0,3,N,it,FABBRICAZIONE DI MACCHINE PER L'AGRICOLTURA E LA SILVICOLTURA
C 28.30,C 28.3,0,4,N,it,Fabbricazione di macchine per l'agricoltura e la silvicoltura
C 28.30.1,C 28.30,0,5,N,it,Fabbricazione di trattori agricoli
C 28.30.10,C 28.30.1,1,6,N,it,Fabbricazione di trattori agricoli
C 28.30.9,C 28.30,0,5,N,it,"Fabbricazione di altre macchine per l'agricoltura, la silvicoltura e la zootecnia"
C 28.30.90,C 28.30.9,1,6,N,it,"Fabbricazione di altre macchine per l'agricoltura, la silvicoltura e la zootecnia"
C 28.4,C 28,0,3,N,it,FABBRICAZIONE DI MACCHINE PER LA FORMATURA DEI METALLI E DI ALTRE MACCHINE UTENSILI
C 28.41,C 28.4,0,4,N,it,Fabbricazione di macchine utensili per la formatura dei metalli
C 28.41.0,C 28.41,0,5,N,it,Fabbricazione di macchine utensili per la formatura dei metalli (incluse parti e accessori ed escluse le parti intercambiabili)
C 28.41.00,C 28.41.0,1,6,N,it,Fabbricazione di macchine utensili per la formatura dei metalli (incluse parti e accessori ed escluse le parti intercambiabili)
C 28.49,C 28.4,0,4,N,it,Fabbricazione di altre macchine utensili
C 28.49.0,C 28.49,0,5,N,it,Fabbricazione di altre macchine utensili (incluse parti e accessori)
C 28.49.01,C 28.49.0,1,6,N,it,Fabbricazione di macchine per la galvanostegia
C 28.49.09,C 28.49.0,1,6,N,it,Fabbricazione di altre macchine utensili (incluse parti e accessori) nca
C 28.9,C 28,0,3,N,it,FABBRICAZIONE DI ALTRE MACCHINE PER IMPIEGHI SPECIALI
C 28.91,C 28.9,0,4,N,it,Fabbricazione di macchine per la metallurgia
C 28.91.0,C 28.91,0,5,N,it,Fabbricazione di macchine per la metallurgia (incluse parti e accessori)
C 28.91.00,C 28.91.0,1,6,N,it,Fabbricazione di macchine per la metallurgia (incluse parti e accessori)
C 28.92,C 28.9,0,4,N,it,"Fabbricazione di macchine da miniera, cava e cantiere"
C 28.92.0,C 28.92,0,5,N,it,"Fabbricazione di macchine da miniera, cava e cantiere (incluse parti e accessori)"
C 28.92.01,C 28.92.0,1,6,N,it,"Fabbricazione di macchine per il trasporto a cassone ribaltabile per impiego specifico in miniere, cave e cantieri"
C 28.92.09,C 28.92.0,1,6,N,it,"Fabbricazione di altre macchine da miniera, cava e cantiere (incluse parti e accessori)"
C 28.93,C 28.9,0,4,N,it,"Fabbricazione di macchine per l'industria alimentare, delle bevande e del tabacco"
C 28.93.0,C 28.93,0,5,N,it,"Fabbricazione di macchine per l'industria alimentare, delle bevande e del tabacco (incluse parti e accessori)"
C 28.93.00,C 28.93.0,1,6,N,it,"Fabbricazione di macchine per l'industria alimentare, delle bevande e del tabacco (incluse parti e accessori)"
C 28.94,C 28.9,0,4,N,it,"Fabbricazione di macchine per le industrie tessili, dell'abbigliamento e del cuoio (incluse parti e accessori)"
C 28.94.1,C 28.94,0,5,N,it,"Fabbricazione di macchine tessili, di macchine e di impianti per il trattamento ausiliario dei tessili, di macchine per cucire e per maglieria (incluse parti e accessori)"
C 28.94.10,C 28.94.1,1,6,N,it,"Fabbricazione di macchine tessili, di macchine e di impianti per il trattamento ausiliario dei tessili, di macchine per cucire e per maglieria (incluse parti e accessori)"
C 28.94.2,C 28.94,0,5,N,it,"Fabbricazione di macchine e apparecchi per l'industria delle pelli, del cuoio e delle calzature (incluse parti e accessori)"
C 28.94.20,C 28.94.2,1,6,N,it,"Fabbricazione di macchine e apparecchi per l'industria delle pelli, del cuoio e delle calzature (incluse parti e accessori)"
C 28.94.3,C 28.94,0,5,N,it,Fabbricazione di apparecchiature e di macchine per lavanderie e stirerie (incluse parti e accessori)
C 28.94.30,C 28.94.3,1,6,N,it,Fabbricazione di apparecchiature e di macchine per lavanderie e stirerie (incluse parti e accessori)
C 28.95,C 28.9,0,4,N,it,Fabbricazione di macchine per l'industria della carta e del cartone (incluse parti e accessori)
C 28.95.0,C 28.95,0,5,N,it,Fabbricazione di macchine per l'industria della carta e del cartone (incluse parti e accessori)
C 28.95.00,C 28.95.0,1,6,N,it,Fabbricazione di macchine per l'industria della carta e del cartone (incluse parti e accessori)
C 28.96,C 28.9,0,4,N,it,Fabbricazione di macchine per l'industria delle materie plastiche e della gomma (incluse parti e accessori)
C 28.96.0,C 28.96,0,5,N,it,Fabbricazione di macchine per l'industria delle materie plastiche e della gomma (incluse parti e accessori)
C 28.96.00,C 28.96.0,1,6,N,it,Fabbricazione di macchine per l'industria delle materie plastiche e della gomma (incluse parti e accessori)
C 28.99,C 28.9,0,4,N,it,Fabbricazione di macchine per impieghi speciali nca (incluse parti e accessori)
C 28.99.1,C 28.99,0,5,N,it,Fabbricazione di macchine per la stampa e la legatoria (incluse parti e accessori)
C 28.99.10,C 28.99.1,1,6,N,it,Fabbricazione di macchine per la stampa e la legatoria (incluse parti e accessori)
C 28.99.2,C 28.99,0,5,N,it,Fabbricazione di robot industriali per usi molteplici (incluse parti e accessori)
C 28.99.20,C 28.99.2,1,6,N,it,Fabbricazione di robot industriali per usi molteplici (incluse parti e accessori)
C 28.99.3,C 28.99,0,5,N,it,Fabbricazione di apparecchi per istituti di bellezza e centri di benessere
C 28.99.30,C 28.99.3,1,6,N,it,Fabbricazione di apparecchi per istituti di bellezza e centri di benessere
C 28.99.9,C 28.99,0,5,N,it,Fabbricazione di altre macchine per impieghi speciali nca (incluse parti e accessori)
C 28.99.91,C 28.99.9,1,6,N,it,"Fabbricazione di apparecchiature per il lancio di aeromobili, catapulte per portaerei e apparecchiature simili"
