CODE,PARENTCODE,LEAF,LEVELCODE,TYPE,ISOCODE,NAME
I 55.20.52,I 55.20.5,1,6,N,it,Attività di alloggio connesse alle aziende agricole
I 55.3,I 55,0,3,N,it,AREE DI CAMPEGGIO E AREE ATTREZZATE PER CAMPER E ROULOTTE
I 55.30,I 55.3,0,4,N,it,Aree di campeggio e aree attrezzate per camper e roulotte
I 55.30.0,I 55.30,0,5,N,it,Aree di campeggio e aree attrezzate per camper e roulotte
I 55.30.00,I 55.30.0,1,6,N,it,Aree di campeggio e aree attrezzate per camper e roulotte
I 55.9,I 55,0,3,N,it,ALTRI ALLOGGI
I 55.90,I 55.9,0,4,N,it,Altri alloggi
I 55.90.1,I 55.90,0,5,N,it,Gestione di vagoni letto
I 55.90.10,I 55.90.1,1,6,N,it,Gestione di vagoni letto
I 55.90.2,I 55.90,0,5,N,it,Alloggi per studenti e lavoratori con servizi accessori di tipo alberghiero
I 55.90.20,I 55.90.2,1,6,N,it,Alloggi per studenti e lavoratori con servizi accessori di tipo alberghiero
I 56,I,0,2,N,it,ATTIVITà DEI SERVIZI DI RISTORAZIONE
I 56.1,I 56,0,3,N,it,RISTORANTI E ATTIVITà DI RISTORAZIONE MOBILE
I 56.10,I 56.1,0,4,N,it,Ristoranti e attività di ristorazione mobile
I 56.10.1,I 56.10,0,5,N,it,Ristorazione con somministrazione; ristorazione connessa alle aziende agricole
I 56.10.11,I 56.10.1,1,6,N,it,Ristorazione con somministrazione
I 56.10.12,I 56.10.1,1,6,N,it,Attività di ristorazione connesse alle aziende agricole
I 56.10.2,I 56.10,0,5,N,it,Ristorazione senza somministrazione con preparazione di cibi da asporto
I 56.10.20,I 56.10.2,1,6,N,it,Ristorazione senza somministrazione con preparazione di cibi da asporto
I 56.10.3,I 56.10,0,5,N,it,Gelaterie e pasticcerie
I 56.10.30,I 56.10.3,1,6,N,it,Gelaterie e pasticcerie
I 56.10.4,I 56.10,0,5,N,it,Ristorazione ambulante e gelaterie ambulanti
I 56.10.41,I 56.10.4,1,6,N,it,Gelaterie e pasticcerie ambulanti
I 56.10.42,I 56.10.4,1,6,N,it,Ristorazione ambulante
I 56.10.5,I 56.10,0,5,N,it,Ristorazione su treni e navi
I 56.10.50,I 56.10.5,1,6,N,it,Ristorazione su treni e navi
I 56.2,I 56,0,3,N,it,FORNITURA DI PASTI PREPARATI (CATERING) E ALTRI SERVIZI DI RISTORAZIONE
I 56.21,I 56.2,0,4,N,it,Fornitura di pasti preparati (catering per eventi)
I 56.21.0,I 56.21,0,5,N,it,"Catering per eventi, banqueting"
I 56.21.00,I 56.21.0,1,6,N,it,"Catering per eventi, banqueting"
I 56.29,I 56.2,0,4,N,it,Mense e catering continuativo su base contrattuale
I 56.29.1,I 56.29,0,5,N,it,Mense
I 56.29.10,I 56.29.1,1,6,N,it,Mense
I 56.29.2,I 56.29,0,5,N,it,Catering continuativo su base contrattuale
I 56.29.20,I 56.29.2,1,6,N,it,Catering continuativo su base contrattuale
I 56.3,I 56,0,3,N,it,BAR E ALTRI ESERCIZI SIMILI SENZA CUCINA
I 56.30,I 56.3,0,4,N,it,Bar e altri esercizi simili senza cucina
I 56.30.0,I 56.30,0,5,N,it,Bar e altri esercizi simili senza cucina
I 56.30.00,I 56.30.0,1,6,N,it,Bar e altri esercizi simili senza cucina
J,,0,1,N,it,SERVIZI DI INFORMAZIONE E COMUNICAZIONE
J 58,J,0,2,N,it,ATTIVITà EDITORIALI
J 58.1,J 58,0,3,N,it,"EDIZIONE DI LIBRI, PERIODICI ED ALTRE ATTIVITà EDITORIALI"
J 58.11,J 58.1,0,4,N,it,Edizione di libri
J 58.11.0,J 58.11,0,5,N,it,Edizione di libri
J 58.11.00,J 58.11.0,1,6,N,it,Edizione di libri
J 58.12,J 58.1,0,4,N,it,Pubblicazione di elenchi e mailing list
J 58.12.0,J 58.12,0,5,N,it,Pubblicazione di elenchi e mailing list
J 58.12.01,J 58.12.0,1,6,N,it,Pubblicazione di elenchi
J 58.12.02,J 58.12.0,1,6,N,it,Pubblicazione di mailing list
J 58.13,J 58.1,0,4,N,it,Edizione di quotidiani
J 58.13.0,J 58.13,0,5,N,it,Edizione di quotidiani
J 58.13.00,J 58.13.0,1,6,N,it,Edizione di quotidiani
J 58.14,J 58.1,0,4,N,it,Edizione di riviste e periodici
J 58.14.0,J 58.14,0,5,N,it,Edizione di riviste e periodici
J 58.14.00,J 58.14.0,1,6,N,it,Edizione di riviste e periodici
J 58.19,J 58.1,0,4,N,it,Altre attività editoriali
J 58.19.0,J 58.19,0,5,N,it,Altre attività editoriali
J 58.19.00,J 58.19.0,1,6,N,it,Altre attività editoriali
J 58.2,J 58,0,3,N,it,EDIZIONE DI SOFTWARE
J 58.21,J 58.2,0,4,N,it,Edizione di giochi per computer
J 58.21.0,J 58.21,0,5,N,it,Edizione di giochi per computer
J 58.21.00,J 58.21.0,1,6,N,it,Edizione di giochi per computer
J 58.29,J 58.2,0,4,N,it,Edizione di altri software
J 58.29.0,J 58.29,0,5,N,it,Edizione di altri software a pacchetto (esclusi giochi per computer)
J 58.29.00,J 58.29.0,1,6,N,it,Edizione di altri software a pacchetto (esclusi giochi per computer)
J 59,J,0,2,N,it,"ATTIVITà DI PRODUZIONE CINEMATOGRAFICA, DI VIDEO E DI PROGRAMMI TELEVISIVI, DI REGISTRAZIONI MUSICALI E SONORE"
J 59.1,J 59,0,3,N,it,"ATTIVITà DI PRODUZIONE, POST-PRODUZIONE E DISTRIBUZIONE CINEMATOGRAFICA, DI VIDEO E DI PROGRAMMI TELEVISIVI"
J 59.11,J 59.1,0,4,N,it,"Attività di produzione cinematografica, di video e di programmi televisivi"
J 59.11.0,J 59.11,0,5,N,it,"Attività di produzione cinematografica, di video e di programmi televisivi"
J 59.11.00,J 59.11.0,1,6,N,it,"Attività di produzione cinematografica, di video e di programmi televisivi"
J 59.12,J 59.1,0,4,N,it,"Attività di post-produzione cinematografica, di video e di programmi televisivi"
J 59.12.0,J 59.12,0,5,N,it,"Attività di post-produzione cinematografica, di video e di programmi televisivi"
J 59.12.00,J 59.12.0,1,6,N,it,"Attività di post-produzione cinematografica, di video e di programmi televisivi"
J 59.13,J 59.1,0,4,N,it,"Attività di distribuzione cinematografica, di video e di programmi televisivi"
J 59.13.0,J 59.13,0,5,N,it,"Attività di distribuzione cinematografica, di video e di programmi televisivi"
J 59.13.00,J 59.13.0,1,6,N,it,"Attività di distribuzione cinematografica, di video e di programmi televisivi"
J 59.14,J 59.1,0,4,N,it,Attività di proiezione cinematografica
J 59.14.0,J 59.14,0,5,N,it,Attività di proiezione cinematografica
J 59.14.00,J 59.14.0,1,6,N,it,Attività di proiezione cinematografica
J 59.2,J 59,0,3,N,it,ATTIVITà DI REGISTRAZIONE SONORA E DI EDITORIA MUSICALE
J 59.20,J 59.2,0,4,N,it,Attività di registrazione sonora e di editoria musicale
J 59.20.1,J 59.20,0,5,N,it,Edizione di registrazioni sonore
J 59.20.10,J 59.20.1,1,6,N,it,Edizione di registrazioni sonore
J 59.20.2,J 59.20,0,5,N,it,Edizione di musica stampata
J 59.20.20,J 59.20.2,1,6,N,it,Edizione di musica stampata
J 59.20.3,J 59.20,0,5,N,it,Studi di registrazione sonora
J 59.20.30,J 59.20.3,1,6,N,it,Studi di registrazione sonora
J 60,J,0,2,N,it,ATTIVITà DI PROGRAMMAZIONE E TRASMISSIONE
J 60.1,J 60,0,3,N,it,TRASMISSIONI RADIOFONICHE
J 60.10,J 60.1,0,4,N,it,Trasmissioni radiofoniche
J 60.10.0,J 60.10,0,5,N,it,Trasmissioni radiofoniche
J 60.10.00,J 60.10.0,1,6,N,it,Trasmissioni radiofoniche
J 60.2,J 60,0,3,N,it,ATTIVITà DI PROGRAMMAZIONE E TRASMISSIONI TELEVISIVE
J 60.20,J 60.2,0,4,N,it,Attività di programmazione e trasmissioni televisive
J 60.20.0,J 60.20,0,5,N,it,Programmazione e trasmissioni televisive
J 60.20.00,J 60.20.0,1,6,N,it,Programmazione e trasmissioni televisive
J 61,J,0,2,N,it,TELECOMUNICAZIONI
J 61.1,J 61,0,3,N,it,TELECOMUNICAZIONI FISSE
J 61.10,J 61.1,0,4,N,it,Telecomunicazioni fisse
J 61.10.0,J 61.10,0,5,N,it,Telecomunicazioni fisse
J 61.10.00,J 61.10.0,1,6,N,it,Telecomunicazioni fisse
J 61.2,J 61,0,3,N,it,TELECOMUNICAZIONI MOBILI
J 61.20,J 61.2,0,4,N,it,Telecomunicazioni mobili
J 61.20.0,J 61.20,0,5,N,it,Telecomunicazioni mobili
J 61.20.00,J 61.20.0,1,6,N,it,Telecomunicazioni mobili
J 61.3,J 61,0,3,N,it,TELECOMUNICAZIONI SATELLITARI
J 61.30,J 61.3,0,4,N,it,Telecomunicazioni satellitari
J 61.30.0,J 61.30,0,5,N,it,Telecomunicazioni satellitari
J 61.30.00,J 61.30.0,1,6,N,it,Telecomunicazioni satellitari
J 61.9,J 61,0,3,N,it,ALTRE ATTIVITà DI TELECOMUNICAZIONE
J 61.90,J 61.9,0,4,N,it,Altre attività di telecomunicazione
J 61.90.1,J 61.90,0,5,N,it,Erogazione di servizi di accesso ad internet (ISP)
J 61.90.10,J 61.90.1,1,6,N,it,Erogazione di servizi di accesso ad internet (ISP)
J 61.90.2,J 61.90,0,5,N,it,Posto telefonico pubblico ed Internet Point
J 61.90.20,J 61.90.2,1,6,N,it,Posto telefonico pubblico ed Internet Point
J 61.90.9,J 61.90,0,5,N,it,Altre attività connesse alle telecomunicazioni
J 61.90.91,J 61.90.9,1,6,N,it,Intermediazione in servizi di telecomunicazione e trasmissione dati
J 61.90.99,J 61.90.9,1,6,N,it,Altre attività connesse alle telecomunicazioni nca
J 62,J,0,2,N,it,"PRODUZIONE DI SOFTWARE, CONSULENZA INFORMATICA E ATTIVITà CONNESSE"
J 62.0,J 62,0,3,N,it,"PRODUZIONE DI SOFTWARE, CONSULENZA INFORMATICA E ATTIVITà CONNESSE"
J 62.01,J 62.0,0,4,N,it,Produzione di software non connesso all'edizione
J 62.01.0,J 62.01,0,5,N,it,Produzione di software non connesso all'edizione
J 62.01.00,J 62.01.0,1,6,N,it,Produzione di software non connesso all'edizione
J 62.02,J 62.0,0,4,N,it,Consulenza nel settore delle tecnologie dell'informatica
J 62.02.0,J 62.02,0,5,N,it,Consulenza nel settore delle tecnologie dell'informatica
J 62.02.00,J 62.02.0,1,6,N,it,Consulenza nel settore delle tecnologie dell'informatica
J 62.03,J 62.0,0,4,N,it,Gestione di strutture informatizzate
J 62.03.0,J 62.03,0,5,N,it,Gestione di strutture e apparecchiature informatiche hardware - housing (esclusa la riparazione)
J 62.03.00,J 62.03.0,1,6,N,it,Gestione di strutture e apparecchiature informatiche hardware - housing (esclusa la riparazione)
J 62.09,J 62.0,0,4,N,it,Altre attività dei servizi connessi alle tecnologie dell'informatica
J 62.09.0,J 62.09,0,5,N,it,Altre attività dei servizi connessi alle tecnologie dell'informatica
J 62.09.01,J 62.09.0,1,6,N,it,Configurazione di personal computer
J 62.09.09,J 62.09.0,1,6,N,it,Altre attività dei servizi connessi alle tecnologie dell'informatica nca
J 63,J,0,2,N,it,ATTIVITà DEI SERVIZI D'INFORMAZIONE E ALTRI SERVIZI INFORMATICI
J 63.1,J 63,0,3,N,it,"ELABORAZIONE DEI DATI, HOSTING E ATTIVITà CONNESSE; PORTALI WEB"
J 63.11,J 63.1,0,4,N,it,"Elaborazione dei dati, hosting e attività connesse"
J 63.11.1,J 63.11,0,5,N,it,Elaborazione dati
J 63.11.11,J 63.11.1,1,6,N,it,Elaborazione elettronica di dati contabili (esclusi i Centri di assistenza fiscale - Caf)
J 63.11.19,J 63.11.1,1,6,N,it,Altre elaborazioni elettroniche di dati
J 63.11.2,J 63.11,0,5,N,it,Gestione database (attività delle banche dati)
J 63.11.20,J 63.11.2,1,6,N,it,Gestione database (attività delle banche dati)
J 63.11.3,J 63.11,0,5,N,it,Hosting e fornitura di servizi applicativi (ASP)
J 63.11.30,J 63.11.3,1,6,N,it,Hosting e fornitura di servizi applicativi (ASP)
J 63.12,J 63.1,0,4,N,it,Portali web
J 63.12.0,J 63.12,0,5,N,it,Portali web
J 63.12.00,J 63.12.0,1,6,N,it,Portali web
J 63.9,J 63,0,3,N,it,ALTRE ATTIVITà DEI SERVIZI D'INFORMAZIONE
J 63.91,J 63.9,0,4,N,it,Attività delle agenzie di stampa
J 63.91.0,J 63.91,0,5,N,it,Attività delle agenzie di stampa
J 63.91.00,J 63.91.0,1,6,N,it,Attività delle agenzie di stampa
J 63.99,J 63.9,0,4,N,it,Altre attività dei servizi di informazione nca
J 63.99.0,J 63.99,0,5,N,it,Altre attività dei servizi di informazione nca
J 63.99.00,J 63.99.0,1,6,N,it,Altre attività dei servizi di informazione nca
K,,0,1,N,it,ATTIVITà FINANZIARIE E ASSICURATIVE
K 64,K,0,2,N,it,ATTIVITà DI SERVIZI FINANZIARI (ESCLUSE LE ASSICURAZIONI E I FONDI PENSIONE)
K 64.1,K 64,0,3,N,it,INTERMEDIAZIONE MONETARIA
K 64.11,K 64.1,0,4,N,it,Attività delle banche centrali
K 64.11.0,K 64.11,0,5,N,it,Attività della Banca Centrale
K 64.11.00,K 64.11.0,1,6,N,it,Attività della Banca Centrale
K 64.19,K 64.1,0,4,N,it,Altre intermediazioni monetarie
K 64.19.1,K 64.19,0,5,N,it,Intermediazione monetaria di istituti monetari diverse dalle Banche centrali
K 64.19.10,K 64.19.1,1,6,N,it,Intermediazione monetaria di istituti monetari diverse dalle Banche centrali
K 64.19.2,K 64.19,0,5,N,it,Fondi comuni di investimento monetario
K 64.19.20,K 64.19.2,1,6,N,it,Fondi comuni di investimento monetario
K 64.19.3,K 64.19,0,5,N,it,Istituti di moneta elettronica (Imel)
K 64.19.30,K 64.19.3,1,6,N,it,Istituti di moneta elettronica (Imel)
K 64.19.4,K 64.19,0,5,N,it,Cassa Depositi e Prestiti
K 64.19.40,K 64.19.4,1,6,N,it,Cassa Depositi e Prestiti
K 64.2,K 64,0,3,N,it,ATTIVITà DELLE SOCIETà DI PARTECIPAZIONE (HOLDING)
K 64.20,K 64.2,0,4,N,it,Attività delle società di partecipazione (holding)
K 64.20.0,K 64.20,0,5,N,it,Attività delle società di partecipazione (holding)
K 64.20.00,K 64.20.0,1,6,N,it,Attività delle società di partecipazione (holding)
K 64.3,K 64,0,3,N,it,"SOCIETà FIDUCIARIE, FONDI E ALTRE SOCIETà SIMILI"
K 64.30,K 64.3,0,4,N,it,"Società fiduciarie, fondi e altre società simili"
K 64.30.1,K 64.30,0,5,N,it,"Fondi comuni di investimento (aperti e chiusi, immobiliari, di mercato mobiliare)"
K 64.30.10,K 64.30.1,1,6,N,it,"Fondi comuni di investimento (aperti e chiusi, immobiliari, di mercato mobiliare)"
K 64.30.2,K 64.30,0,5,N,it,Sicav (Società di investimento a capitale variabile)
K 64.30.20,K 64.30.2,1,6,N,it,Sicav (Società di investimento a capitale variabile)
K 64.9,K 64,0,3,N,it,ALTRE ATTIVITà DI SERVIZI FINANZIARI (ESCLUSE LE ASSICURAZIONI E I FONDI PENSIONE)
K 64.91,K 64.9,0,4,N,it,Leasing finanziario
K 64.91.0,K 64.91,0,5,N,it,Leasing finanziario
K 64.91.00,K 64.91.0,1,6,N,it,Leasing finanziario
K 64.92,K 64.9,0,4,N,it,Altre attività creditizie
K 64.92.0,K 64.92,0,5,N,it,Altre attività creditizie
K 64.92.01,K 64.92.0,1,6,N,it,Attività dei consorzi di garanzia collettiva fidi
K 64.92.09,K 64.92.0,1,6,N,it,Altre attività creditizie nca
K 64.99,K 64.9,0,4,N,it,Altre attività di servizi finanziari nca (escluse le assicurazioni e i fondi pensione)
K 64.99.1,K 64.99,0,5,N,it,Attività di intermediazione mobiliare
K 64.99.10,K 64.99.1,1,6,N,it,Attività di intermediazione mobiliare
K 64.99.2,K 64.99,0,5,N,it,Attività di factoring
K 64.99.20,K 64.99.2,1,6,N,it,Attività di factoring
K 64.99.3,K 64.99,0,5,N,it,Attività di merchant bank
K 64.99.30,K 64.99.3,1,6,N,it,Attività di merchant bank
K 64.99.4,K 64.99,0,5,N,it,Attività delle società veicolo
K 64.99.40,K 64.99.4,1,6,N,it,Attività delle società veicolo
K 64.99.5,K 64.99,0,5,N,it,Attività di intermediazione in cambi
K 64.99.50,K 64.99.5,1,6,N,it,Attività di intermediazione in cambi
K 64.99.6,K 64.99,0,5,N,it,Altre intermediazioni finanziarie nca
K 64.99.60,K 64.99.6,1,6,N,it,Altre intermediazioni finanziarie nca
K 65,K,0,2,N,it,"ASSICURAZIONI, RIASSICURAZIONI E FONDI PENSIONE (ESCLUSE LE ASSICURAZIONI SOCIALI OBBLIGATORIE)"
K 65.1,K 65,0,3,N,it,ASSICURAZIONI
K 65.11,K 65.1,0,4,N,it,Assicurazioni sulla vita
K 65.11.0,K 65.11,0,5,N,it,Assicurazioni sulla vita
K 65.11.00,K 65.11.0,1,6,N,it,Assicurazioni sulla vita
K 65.12,K 65.1,0,4,N,it,Assicurazioni diverse da quelle sulla vita
K 65.12.0,K 65.12,0,5,N,it,Assicurazioni diverse da quelle sulla vita
K 65.12.00,K 65.12.0,1,6,N,it,Assicurazioni diverse da quelle sulla vita
K 65.2,K 65,0,3,N,it,RIASSICURAZIONI
K 65.20,K 65.2,0,4,N,it,Riassicurazioni
K 65.20.0,K 65.20,0,5,N,it,Attività di riassicurazione
K 65.20.00,K 65.20.0,1,6,N,it,Attività di riassicurazione
K 65.3,K 65,0,3,N,it,FONDI PENSIONE
K 65.30,K 65.3,0,4,N,it,Fondi pensione
K 65.30.1,K 65.30,0,5,N,it,Attività dei fondi pensione aperti
K 65.30.10,K 65.30.1,1,6,N,it,Attività dei fondi pensione aperti
K 65.30.2,K 65.30,0,5,N,it,Attività dei fondi pensione negoziali
K 65.30.20,K 65.30.2,1,6,N,it,Attività dei fondi pensione negoziali
K 65.30.3,K 65.30,0,5,N,it,Attività dei fondi pensione preesistenti
K 65.30.30,K 65.30.3,1,6,N,it,Attività dei fondi pensione preesistenti
K 66,K,0,2,N,it,ATTIVITà AUSILIARIE DEI SERVIZI FINANZIARI E DELLE ATTIVITà ASSICURATIVE
K 66.1,K 66,0,3,N,it,ATTIVITà AUSILIARIE DEI SERVIZI FINANZIARI (ESCLUSE LE ASSICURAZIONI E I FONDI PENSIONE)
K 66.11,K 66.1,0,4,N,it,Amministrazione di mercati finanziari
K 66.11.0,K 66.11,0,5,N,it,Amministrazione di mercati finanziari
K 66.11.00,K 66.11.0,1,6,N,it,Amministrazione di mercati finanziari
K 66.12,K 66.1,0,4,N,it,Attività di negoziazione di contratti relativi a titoli e merci
K 66.12.0,K 66.12,0,5,N,it,Attività di negoziazione di contratti relativi a titoli e merci
K 66.12.00,K 66.12.0,1,6,N,it,Attività di negoziazione di contratti relativi a titoli e merci
K 66.19,K 66.1,0,4,N,it,Altre attività ausiliarie dei servizi finanziari (escluse le assicurazioni e i fondi pensione)
K 66.19.1,K 66.19,0,5,N,it,Attività di gestione ed elaborazione di pagamenti tramite carta di credito
K 66.19.10,K 66.19.1,1,6,N,it,Attività di gestione ed elaborazione di pagamenti tramite carta di credito
K 66.19.2,K 66.19,0,5,N,it,Attività di promotori e mediatori finanziari
K 66.19.21,K 66.19.2,1,6,N,it,Promotori finanziari
K 66.19.22,K 66.19.2,1,6,N,it,"Agenti, mediatori e procacciatori in prodotti finanziari"
K 66.19.3,K 66.19,0,5,N,it,Attività delle società fiduciarie di amministrazione
K 66.19.30,K 66.19.3,1,6,N,it,Attività delle società fiduciarie di amministrazione
K 66.19.4,K 66.19,0,5,N,it,Attività di Bancoposta
K 66.19.40,K 66.19.4,1,6,N,it,Attività di Bancoposta
K 66.19.5,K 66.19,0,5,N,it,Servizi di trasferimento di denaro (money transfer)
K 66.19.50,K 66.19.5,1,6,N,it,Servizi di trasferimento di denaro (money transfer)
K 66.2,K 66,0,3,N,it,ATTIVITà AUSILIARIE DELLE ASSICURAZIONI E DEI FONDI PENSIONE
K 66.21,K 66.2,0,4,N,it,Valutazione dei rischi e dei danni
K 66.21.0,K 66.21,0,5,N,it,Attività dei periti e liquidatori indipendenti delle assicurazioni
K 66.21.00,K 66.21.0,1,6,N,it,Attività dei periti e liquidatori indipendenti delle assicurazioni
K 66.22,K 66.2,0,4,N,it,Attività di agenti e mediatori di assicurazioni
K 66.22.0,K 66.22,0,5,N,it,Attività degli agenti e broker delle assicurazioni
K 66.22.01,K 66.22.0,1,6,N,it,Broker di assicurazioni
K 66.22.02,K 66.22.0,1,6,N,it,Agenti di assicurazioni
K 66.22.03,K 66.22.0,1,6,N,it,Sub-agenti di assicurazioni
K 66.22.04,K 66.22.0,1,6,N,it,"Produttori, procacciatori ed altri intermediari delle assicurazioni"
K 66.29,K 66.2,0,4,N,it,Altre attività ausiliarie delle assicurazioni e dei fondi pensione
K 66.29.0,K 66.29,0,5,N,it,Altre attività ausiliarie delle assicurazioni e dei fondi pensione
K 66.29.01,K 66.29.0,1,6,N,it,Autorità centrali di vigilanza su assicurazioni e fondi pensione
K 66.29.09,K 66.29.0,1,6,N,it,Altre attività ausiliarie delle assicurazioni e dei fondi pensione nca
K 66.3,K 66,0,3,N,it,ATTIVITà DI GESTIONE DEI FONDI
K 66.30,K 66.3,0,4,N,it,Attività di gestione dei fondi
K 66.30.0,K 66.30,0,5,N,it,Gestione di fondi comuni di investimento e dei fondi pensione
K 66.30.00,K 66.30.0,1,6,N,it,Gestione di fondi comuni di investimento e dei fondi pensione
L,,0,1,N,it,ATTIVITA' IMMOBILIARI
L 68,L,0,2,N,it,ATTIVITà IMMOBILIARI
L 68.1,L 68,0,3,N,it,COMPRAVENDITA DI BENI IMMOBILI EFFETTUATA SU BENI PROPRI
L 68.10,L 68.1,0,4,N,it,Compravendita di beni immobili effettuata su beni propri
L 68.10.0,L 68.10,0,5,N,it,Compravendita di beni immobili effettuata su beni propri
L 68.10.00,L 68.10.0,1,6,N,it,Compravendita di beni immobili effettuata su beni propri
L 68.2,L 68,0,3,N,it,AFFITTO E GESTIONE DI IMMOBILI DI PROPRIETà O IN LEASING
L 68.20,L 68.2,0,4,N,it,Affitto e gestione di immobili di proprietà o in leasing
L 68.20.0,L 68.20,0,5,N,it,Affitto e gestione di immobili di proprietà o in leasing
L 68.20.01,L 68.20.0,1,6,N,it,Locazione immobiliare di beni propri o in leasing (affitto)
L 68.20.02,L 68.20.0,1,6,N,it,Affitto di aziende
L 68.3,L 68,0,3,N,it,ATTIVITà IMMOBILIARI PER CONTO TERZI
L 68.31,L 68.3,0,4,N,it,Attività di mediazione immobiliare
L 68.31.0,L 68.31,0,5,N,it,Attività di mediazione immobiliare
L 68.31.00,L 68.31.0,1,6,N,it,Attività di mediazione immobiliare
L 68.32,L 68.3,0,4,N,it,Gestione di immobili per conto terzi
L 68.32.0,L 68.32,0,5,N,it,Amministrazione di condomini e gestione di beni immobili per conto terzi
L 68.32.00,L 68.32.0,1,6,N,it,Amministrazione di condomini e gestione di beni immobili per conto terzi
M,,0,1,N,it,"ATTIVITà PROFESSIONALI, SCIENTIFICHE E TECNICHE"
M 69,M,0,2,N,it,ATTIVITà LEGALI E CONTABILITà
M 69.1,M 69,0,3,N,it,ATTIVITà DEGLI STUDI LEGALI
M 69.10,M 69.1,0,4,N,it,Attività degli studi legali e notarili
M 69.10.1,M 69.10,0,5,N,it,Attività degli studi legali
M 69.10.10,M 69.10.1,1,6,N,it,Attività degli studi legali
M 69.10.2,M 69.10,0,5,N,it,Attività degli studi notarili
M 69.10.20,M 69.10.2,1,6,N,it,Attività degli studi notarili
M 69.2,M 69,0,3,N,it,"CONTABILITà, CONTROLLO E REVISIONE CONTABILE, CONSULENZA IN MATERIA FISCALE E DEL LAVORO"
M 69.20,M 69.2,0,4,N,it,"Contabilità, controllo e revisione contabile, consulenza in materia fiscale e del lavoro"
M 69.20.1,M 69.20,0,5,N,it,"Attività degli studi commerciali, tributari e revisione contabile"
M 69.20.11,M 69.20.1,1,6,N,it,Servizi forniti da dottori commercialisti
M 69.20.12,M 69.20.1,1,6,N,it,Servizi forniti da ragionieri e periti commerciali
M 69.20.13,M 69.20.1,1,6,N,it,"Servizi forniti da revisori contabili, periti, consulenti ed altri soggetti che svolgono attività in materia di amministrazione, contabilità e tributi"
M 69.20.14,M 69.20.1,1,6,N,it,Attività svolta dai Centri di assistenza fiscale (Caf)
M 69.20.15,M 69.20.1,1,6,N,it,Gestione ed amministrazione del personale per conto terzi
M 69.20.2,M 69.20,0,5,N,it,Attività delle società di revisione e certificazione di bilanci
M 69.20.20,M 69.20.2,1,6,N,it,Attività delle società di revisione e certificazione di bilanci
M 69.20.3,M 69.20,0,5,N,it,Attività dei consulenti del lavoro
M 69.20.30,M 69.20.3,1,6,N,it,Attività dei consulenti del lavoro
M 70,M,0,2,N,it,ATTIVITà DI DIREZIONE AZIENDALE E DI CONSULENZA GESTIONALE
M 70.1,M 70,0,3,N,it,ATTIVITà DI DIREZIONE AZIENDALE
M 70.10,M 70.1,0,4,N,it,Attività delle holding impegnate nelle attività gestionali (holding operative)
M 70.10.0,M 70.10,0,5,N,it,Attività delle holding impegnate nelle attività gestionali (holding operative)
M 70.10.00,M 70.10.0,1,6,N,it,Attività delle holding impegnate nelle attività gestionali (holding operative)
M 70.2,M 70,0,3,N,it,ATTIVITà DI CONSULENZA GESTIONALE
M 70.21,M 70.2,0,4,N,it,Pubbliche relazioni e comunicazione
M 70.21.0,M 70.21,0,5,N,it,Pubbliche relazioni e comunicazione
M 70.21.00,M 70.21.0,1,6,N,it,Pubbliche relazioni e comunicazione
M 70.22,M 70.2,0,4,N,it,Consulenza imprenditoriale e altra consulenza amministrativo-gestionale
M 70.22.0,M 70.22,0,5,N,it,Consulenza imprenditoriale e altra consulenza amministrativo-gestionale e pianificazione aziendale
M 70.22.01,M 70.22.0,1,6,N,it,Attività di consulenza per la gestione della logistica aziendale
M 70.22.09,M 70.22.0,1,6,N,it,Altre attività di consulenza imprenditoriale e altra consulenza amministrativo-gestionale e pianificazione aziendale
M 71,M,0,2,N,it,ATTIVITà DEGLI STUDI DI ARCHITETTURA E D'INGEGNERIA; COLLAUDI ED ANALISI TECNICHE
M 71.1,M 71,0,3,N,it,"ATTIVITà DEGLI STUDI DI ARCHITETTURA, INGEGNERIA ED ALTRI STUDI TECNICI"
M 71.11,M 71.1,0,4,N,it,Attività degli studi di architettura
M 71.11.0,M 71.11,0,5,N,it,Attività degli studi di architettura
M 71.11.00,M 71.11.0,1,6,N,it,Attività degli studi di architettura
M 71.12,M 71.1,0,4,N,it,Attività degli studi d'ingegneria ed altri studi tecnici
M 71.12.1,M 71.12,0,5,N,it,Attività degli studi di ingegneria
M 71.12.10,M 71.12.1,1,6,N,it,Attività degli studi di ingegneria
M 71.12.2,M 71.12,0,5,N,it,Servizi di progettazione di ingegneria integrata
M 71.12.20,M 71.12.2,1,6,N,it,Servizi di progettazione di ingegneria integrata
M 71.12.3,M 71.12,0,5,N,it,Attività tecniche svolte da geometri
M 71.12.30,M 71.12.3,1,6,N,it,Attività tecniche svolte da geometri
M 71.12.4,M 71.12,0,5,N,it,Attività di cartografia e aerofotogrammetria
M 71.12.40,M 71.12.4,1,6,N,it,Attività di cartografia e aerofotogrammetria
M 71.12.5,M 71.12,0,5,N,it,Attività di studio geologico e di prospezione geognostica e mineraria
M 71.12.50,M 71.12.5,1,6,N,it,Attività di studio geologico e di prospezione geognostica e mineraria
M 71.2,M 71,0,3,N,it,COLLAUDI ED ANALISI TECNICHE
M 71.20,M 71.2,0,4,N,it,Collaudi ed analisi tecniche
M 71.20.1,M 71.20,0,5,N,it,Collaudi ed analisi tecniche di prodotti
